StudyID,Correlation,Directionality (positive or negative - because excel thinks I want to calculate something if I start with minus sign),SignificanceLevel<than,Nonsignificant,N,Variable1,Measure1,Variable2,Measure2,Same_variable,Type_Same,InPaper (as opposed to supplementary material),"InTable (1 in table, 0 in text)","type_p(1: p=, 2: p<, 3: p>)",MainCor,corr_Type(when different),ProvisionallySuspicious,Corr_Comments,N as range
156,.16,P,,1,145,self-discipline,,faked (correlation corrected for range restriction in predictor),,,,1,1,2,,,,,
156,.22,P,,1,145,deliberation,,faked (correlation corrected for range restriction in predictor),,,,1,1,2,,,,,
156,.04,N,,1,145,neuroticism,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.01,P,,1,145,anxiety,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.08,N,,1,145,angry hostility,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.06,N,,1,145,depression,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.04,N,,1,145,self-consciousness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.11,N,,1,145,impulsiveness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.04,P,,1,145,vulnerability,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.03,N,,1,145,extraversion,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.02,P,,1,145,warmth,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.04,N,,1,145,gregariousness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.02,P,,1,145,assertiveness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.16,P,,1,145,activity,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.10,N,,1,145,excitement seeking,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.09,N,,1,145,positive emotions,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.05,P,,1,145,openess,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.01,N,,1,145,fantasy,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.10,N,,1,145,aesthetics,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.01,N,,1,145,feeling,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.01,N,,1,145,action,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.24,P,,1,145,ideas,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.29,P,,1,145,values,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.07,P,,1,145,agreeableness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.04,N,,1,145,trust,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.14,P,,1,145,straightforwardness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.13,P,,1,145,altruism,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.01,N,,1,145,compliance,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.02,P,,1,145,modesty,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.11,P,,1,145,tender mindedness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.11,P,,1,145,conscientiousness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.05,P,,1,145,competence,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.01,P,,1,145,order,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.15,P,,1,145,dutifulness,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.07,P,,1,145,achievement striving,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.16,P,,1,145,self-discipline,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.20,P,,1,145,deliberation,,faked (correlation corrected for unreliability in predictor and criterion),,,,1,1,2,,,,,
156,.10,N,,1,145,neuroticism,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.03,P,,1,145,anxiety,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.06,P,,1,145,angry hostility,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.09,P,,1,145,depression,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.12,P,,1,145,self-consciousness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.13,P,,1,145,impulsiveness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.05,P,,1,145,vulnerability,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.02,N,,1,145,extraversion,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.04,P,,1,145,warmth,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.02,P,,1,145,gregariousness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.06,P,,1,145,assertiveness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.10,P,,1,145,activity,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.06,P,,1,145,excitement seeking,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.02,P,,1,145,positive emotions,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.09,P,,1,145,openess,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.02,P,,1,145,fantasy,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.02,P,,1,145,aesthetics,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.04,P,,1,145,feeling,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.01,P,,1,145,action,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.17,P,0.05,,145,ideas,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.17,P,0.05,,145,values,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.04,P,,1,145,agreeableness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.05,P,,1,145,trust,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.08,P,,1,145,straightforwardness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.11,P,,1,145,altruism,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.01,P,,1,145,compliance,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.06,P,,1,145,modesty,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.08,P,,1,145,tender mindedness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.16,P,0.05,,145,conscientiousness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.08,P,,1,145,competence,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.08,P,,1,145,order,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.15,P,,1,145,dutifulness,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.07,P,,1,145,achievement striving,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.20,P,,1,145,self-discipline,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.22,P,0.05,,145,deliberation,,"faked (partial correlation, controlling for verbal, numerical, figural intelligence and gender)",,,,1,1,2,,,,,
156,.40,P,,1,145,verbal intelligence,"Intelligence Structure Test 2000 R
(Amthauer, Brocke, Liepmann, & Beauducel, 2001)",model,,,,1,1,2,,,,part of regression results table,
156,.25,P,,1,145,numerical intelligence,"Intelligence Structure Test 2000 R
(Amthauer, Brocke, Liepmann, & Beauducel, 2001)",model,,,,1,1,2,,,,part of regression results table,
156,.13,P,,1,145,figural intelligence,"Intelligence Structure Test 2000 R
(Amthauer, Brocke, Liepmann, & Beauducel, 2001)",model,,,,1,1,2,,,,part of regression results table,
156,.01,P,,1,145,gender,,model,,,,1,1,2,,,,part of regression results table,
156,.14,N,,1,145,gregariousness,,model,,,,1,1,2,,,,part of regression results table,
156,.14,P,,1,145,activity,,model,,,,1,1,2,,,,part of regression results table,
156,.18,N,,1,145,excitement seeking,,model,,,,1,1,2,,,,part of regression results table,
156,.15,P,,1,145,ideas,,model,,,,1,1,2,,,,part of regression results table,
156,.22,P,,1,145,values,,model,,,,1,1,2,,,,part of regression results table,
156,.17,N,,1,145,order,,model,,,,1,1,2,,,,part of regression results table,
156,.17,N,,1,145,impulsiveness,,model,,,,1,1,2,,,,part of regression results table,
156,.16,N,,1,145,warmth,,model,,,,1,1,2,,,,part of regression results table,
156,.21,N,,1,145,excitement seeking,,model,,,,1,1,2,,,,part of regression results table,
156,.14,P,,1,145,ideas,,model,,,,1,1,2,,,,part of regression results table,
156,.14,N,,1,145,straightforwardness,,model,,,,1,1,2,,,,part of regression results table,
156,.14,P,,1,145,compliance,,model,,,,1,1,2,,,,part of regression results table,
156,.16,P,,1,145,tender mindedness,,model,,,,1,1,2,,,,part of regression results table,
156,.24,P,,1,145,competence,,model,,,,1,1,2,,,,part of regression results table,
156,.21,P,,1,145,dutifulness,,model,,,,1,1,2,,,,part of regression results table,
156,.33,P,,1,145,achievement striving,,model,,,,1,1,2,,,,part of regression results table,
156,.20,N,,1,145,self-discipline,,model,,,,1,1,2,,,,part of regression results table,
157,.83,P,0.001,,125,Aggression 1,,Aggression 2,,1,change,0,1,2,,,,,
157,.76,P,0.001,,117,Aggression 1,,Aggression 3,,1,change,0,1,2,,,,,
157,.85,P,0.001,,117,Aggression 2,,Aggression 3,,1,change,0,1,2,,,,,
157,.73,P,0.001,,147,Aggression 1,,deliquency 1,,,,0,1,2,,,,,
157,.62,P,0.001,,125,Aggression 2,,deliquency 1,,,,0,1,2,,,,,
157,.57,P,0.001,,117,Aggression 3,,deliquency 1,,,,0,1,2,,,,,
157,.69,P,0.001,,125,Aggression 1,,deliquency 2,,,,0,1,2,,,,,
157,.75,P,0.001,,125,Aggression 2,,deliquency 2,,,,0,1,2,,,,,
157,.67,P,0.001,,117,Aggression 3,,deliquency 2,,,,0,1,2,,,,,
157,.67,P,0.001,,125,deliquency 1,,deliquency 2,,1,change,0,1,2,,,,,
157,.62,P,0.001 ,,117,Aggression 1,,deliquency 3,,,,0,1,2,,,,,
157,.68,P,0.001,,117,Aggression 2,,deliquency 3,,,,0,1,2,,,,,
157,.73,P,0.001,,117,Aggression 3,,deliquency 3,,,,0,1,2,,,,,
157,.59,P,0.001,,117,deliquency 1,,deliquency 3,,1,change,0,1,2,,,,,
157,.66,P,0.001,,117,deliquency 2,,deliquency 3,,1,change,0,1,2,,,,,
157,.01,P,,1,147,Aggression 1,,extraversion,,,,0,1,2,,,,,
157,.04,P,,1,125,Aggression 2,,extraversion,,,,0,1,2,,,,,
157,.06,P,,1,117,Aggression 3,,extraversion,,,,0,1,2,,,,,
157,.10,P,,1,147,deliquency 1,,extraversion,,,,0,1,2,,,,,
157,.16,P,,1,125,deliquency 2,,extraversion,,,,0,1,2,,,,,
157,.04,P,,1,117,deliquency 3,,extraversion,,,,0,1,2,,,,,
157,.66,N,0.001,,147,Aggression 1,,benevolence,,,,0,1,2,,,,,
157,.59,N,0.001,,125,Aggression 2,,benevolence,,,,0,1,2,,,,,
157,.57,N,0.001,,117,Aggression 3,,benevolence,,,,0,1,2,,,,,
157,.54,N,0.001,,147,deliquency 1,,benevolence,,,,0,1,2,,,,,
157,.51,N,0.001,,125,deliquency 2,,benevolence,,,,0,1,2,,,,,
157,.45,N,0.001,,117,deliquency 3,,benevolence,,,,0,1,2,,,,,
157,.00,P,,1,147,extraversion,,benevolence,,,,0,1,2,,,,,
157,.43,N,0.001,,147,Aggression 1,,conscientiousness,,,,0,1,2,,,,,
157,.37,N,0.001,,125,Aggression 2,,conscientiousness,,,,0,1,2,,,,,
157,.41,N,0.001,,117,Aggression 3,,conscientiousness,,,,0,1,2,,,,,
157,.25,N,0.01,,147,deliquency 1,,conscientiousness,,,,0,1,2,,,,,
157,.29,N,0.001,,125,deliquency 2,,conscientiousness,,,,0,1,2,,,,,
157,.36,N,0.001,,117,deliquency 3,,conscientiousness,,,,0,1,2,,,,,
157,.12,P,,1,147,extraversion,,conscientiousness,,,,0,1,2,,,,,
157,.41,P,0.001,,147,benevolence,,conscientiousness,,,,0,1,2,,,,,
157,.20,N,0.05,,147,Aggression 1,,emotional stability,,,,0,1,2,,,,,
157,.21,N,0.05,,125,Aggression 2,,emotional stability,,,,0,1,2,,,,,
157,.24,N,0.01,,117,Aggression 3,,emotional stability,,,,0,1,2,,,,,
157,.01,P,,1,147,deliquency 1,,emotional stability,,,,0,1,2,,,,,
157,.07,N,,1,125,deliquency 2,,emotional stability,,,,0,1,2,,,,,
157,.27,N,0.01,,117,deliquency 3,,emotional stability,,,,0,1,2,,,,,
157,.47,P,0.001,,147,extraversion,,emotional stability,,,,0,1,2,,,,,
157,.19,P,0.05,,147,benevolence,,emotional stability,,,,0,1,2,,,,,
157,.33,P,0.001,,147,conscientiousness,,emotional stability,,,,0,1,2,,,,,
157,.10,N,,1,147,Aggression 1,,imagination,,,,0,1,2,,,,,
157,.13,N,,1,125,Aggression 2,,imagination,,,,0,1,2,,,,,
157,.13,N,,1,117,Aggression 3,,imagination,,,,0,1,2,,,,,
157,.00,N,,1,147,deliquency 1,,imagination,,,,0,1,2,,,,,
157,.02,P,,,125,deliquency 2,,imagination,,,,0,1,2,,,,,
157,.13,N,,1,117,deliquency 3,,imagination,,,,0,1,2,,,,,
157,.59,P,0.001,,147,extraversion,,imagination,,,,0,1,2,,,,,
157,.07,P,,1,147,benevolence,,imagination,,,,0,1,2,,,,,
157,.57,P,0.001,,147,conscientiousness,,imagination,,,,0,1,2,,,,,
157,.49,P,0.001,,147,emotional stability,,imagination,,,,0,1,2,,,,,
157,.33,P,0.001,,147,Aggression 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.38,P,0.001,,125,Aggression 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.32,P,0.001,,117,Aggression 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.31,P,0.001,,147,deliquency 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.28,P,0.01,,125,deliquency 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.31,P,0.001,,117,deliquency 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.17,N,0.05,,147,extraversion,,overreactive parenting mother,,,,0,1,2,,,,,
157,.35,N,0.001,,147,benevolence,,overreactive parenting mother,,,,0,1,2,,,,,
157,.30,N,0.001,,147,conscientiousness,,overreactive parenting mother,,,,0,1,2,,,,,
157,.22,N,0.05,,147,emotional stability,,overreactive parenting mother,,,,0,1,2,,,,,
157,.25,N,0.01,,147,imagination,,overreactive parenting mother,,,,0,1,2,,,,,
157,.30,P,0.001,,147,Aggression 1,,overreactive parenting father,,,,0,1,2,,,,,
157,.30,P,0.001,,125,Aggression 2,,overreactive parenting father,,,,0,1,2,,,,,
157,.23,P,0.01,,117,Aggression 3,,overreactive parenting father,,,,0,1,2,,,,,
157,.24,P,0.01,,147,deliquency 1,,overreactive parenting father,,,,0,1,2,,,,,
157,.14,P,,1,125,deliquency 2,,overreactive parenting father,,,,0,1,2,,,,,
157,.20,P,0.05,,117,deliquency 3,,overreactive parenting father,,,,0,1,2,,,,,
157,.08,N,,1,147,extraversion,,overreactive parenting father,,,,0,1,2,,,,,
157,.26,N,0.01,,147,benevolence,,overreactive parenting father,,,,0,1,2,,,,,
157,.15,N,,1,147,conscientiousness,,overreactive parenting father,,,,0,1,2,,,,,
157,.12,N,,1,147,emotional stability,,overreactive parenting father,,,,0,1,2,,,,,
157,.06,N,,1,147,imagination,,overreactive parenting father,,,,0,1,2,,,,,
157,.28,P,0.01,,147,overreactive parenting mother,,overreactive parenting father,,,,0,1,2,,,,,
157,.81,P,0.001,,125,Aggression 1,"the Child Behavior Checklist (CBCL; Achenbach,
1991; Verhulst, Van der Ende, & Koot, 1996)",Aggression 2,,1,change,0,1,2,,,,,
157,.78,P,0.001,,117,Aggression 1,,Aggression 3,,1,change,0,1,2,,,,,
157,.82,P,0.001,,117,Aggression 2,,Aggression 3,,1,change,0,1,2,,,,,
157,.69,P,0.001,,147,Aggression 1,,deliquency 1,,,,0,1,2,,,,,
157,.65,P,0.001,,125,Aggression 2,,deliquency 1,,,,0,1,2,,,,,
157,.61,P,0.001,,117,Aggression 3,,deliquency 1,,,,0,1,2,,,,,
157,.64,P,0.001,,125,Aggression 1,,deliquency 2,,,,0,1,2,,,,,
157,.74,P,0.001,,125,Aggression 2,,deliquency 2,,,,0,1,2,,,,,
157,.59,P,0.001,,117,Aggression 3,,deliquency 2,,,,0,1,2,,,,,
157,.72,P,0.001,,125,deliquency 1,,deliquency 2,,1,change,0,1,2,,,,,
157,.59,P,0.001,,117,Aggression 1,,deliquency 3,,,,0,1,2,,,,,
157,.60,P,0.001,,117,Aggression 2,,deliquency 3,,,,0,1,2,,,,,
157,.70,P,0.001,,117,Aggression 3,,deliquency 3,,,,0,1,2,,,,,
157,.69,P,0.001,,117,deliquency 1,,deliquency 3,,1,change,0,1,2,,,,,
157,.70,P,0.001,,117,deliquency 2,,deliquency 3,,1,change,0,1,2,,,,,
157,.05,P,,1,147,Aggression 1,,extraversion,,,,0,1,2,,,,,
157,.09,P,,1,125,Aggression 2,,extraversion,,,,0,1,2,,,,,
157,.03,P,,1,117,Aggression 3,,extraversion,,,,0,1,2,,,,,
157,.08,P,,1,147,deliquency 1,,extraversion,,,,0,1,2,,,,,
157,.18,P,0.05,,125,deliquency 2,,extraversion,,,,0,1,2,,,,,
157,.07,P,,1,117,deliquency 3,,extraversion,,,,0,1,2,,,,,
157,.65,N,0.001,,147,Aggression 1,,benevolence,,,,0,1,2,,,,,
157,.63,N,0.001,,125,Aggression 2,,benevolence,,,,0,1,2,,,,,
157,.60,N,0.001,,117,Aggression 3,,benevolence,,,,0,1,2,,,,,
157,.46,P,0.001,,147,deliquency 1,,benevolence,,,,0,1,2,,,,,
157,.40,N,0.001,,125,deliquency 2,,benevolence,,,,0,1,2,,,,,
157,.44,N,0.001,,117,deliquency 3,,benevolence,,,,0,1,2,,,,,
157,.07,P,,1,147,extraversion,,benevolence,,,,0,1,2,,,,,
157,.34,N,0.001,,147,Aggression 1,,conscientiousness,,,,0,1,2,,,,,
157,.42,N,0.001,,125,Aggression 2,,conscientiousness,,,,0,1,2,,,,,
157,.33,N,0.001,,117,Aggression 3,,conscientiousness,,,,0,1,2,,,,,
157,.30,N,0.001,,147,deliquency 1,,conscientiousness,,,,0,1,2,,,,,
157,.39,N,0.001,,125,deliquency 2,,conscientiousness,,,,0,1,2,,,,,
157,.34,N,0.001,,117,deliquency 3,,conscientiousness,,,,0,1,2,,,,,
157,.14,P,,1,147,extraversion,,conscientiousness,,,,0,1,2,,,,,
157,.53,P,0.001,,147,benevolence,,conscientiousness,,,,0,1,2,,,,,
157,.14,N,,1,147,Aggression 1,,emotional stability,,,,0,1,2,,,,,
157,.17,N,0.05,,125,Aggression 2,,emotional stability,,,,0,1,2,,,,,
157,.21,N,0.05,,117,Aggression 3,,emotional stability,,,,0,1,2,,,,,
157,.05,N,,1,147,deliquency 1,,emotional stability,,,,0,1,2,,,,,
157,.02,N,,1,125,deliquency 2,,emotional stability,,,,0,1,2,,,,,
157,.04,N,,1,117,deliquency 3,,emotional stability,,,,0,1,2,,,,,
157,.53,P,0.001,,147,extraversion,,emotional stability,,,,0,1,2,,,,,
157,.16,P,0.05,,147,benevolence,,emotional stability,,,,0,1,2,,,,,
157,.08,P,,1,147,conscientiousness,,emotional stability,,,,0,1,2,,,,,
157,.13,N,,1,147,Aggression 1,,imagination,,,,0,1,2,,,,,
157,.18,N,0.05,,125,Aggression 2,,imagination,,,,0,1,2,,,,,
157,.13,N,,1,117,Aggression 3,,imagination,,,,0,1,2,,,,,
157,.04,N,,1,147,deliquency 1,,imagination,,,,0,1,2,,,,,
157,.15,N,,1,125,deliquency 2,,imagination,,,,0,1,2,,,,,
157,.11,N,,1,117,deliquency 3,,imagination,,,,0,1,2,,,,,
157,.53,P,0.001,,147,extraversion,,imagination,,,,0,1,2,,,,,
157,.24,P,0.01,,147,benevolence,,imagination,,,,0,1,2,,,,,
157,.60,P,0.001,,147,conscientiousness,,imagination,,,,0,1,2,,,,,
157,.30,P,0.001,,147,emotional stability,,imagination,,,,0,1,2,,,,,
157,.42,P,0.001,,147,Aggression 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.46,P,0.001,,125,Aggression 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.38,P,0.001,,117,Aggression 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.32,P,0.001,,147,deliquency 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.29,P,0.001,,125,deliquency 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.27,P,0.01,,117,deliquency 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.03,P,,1,147,extraversion,,overreactive parenting mother,,,,0,1,2,,,,,
157,.46,N,0.001,,147,benevolence,,overreactive parenting mother,,,,0,1,2,,,,,
157,.40,N,0.001,,147,conscientiousness,,overreactive parenting mother,,,,0,1,2,,,,,
157,.01,N,,1,147,emotional stability,,overreactive parenting mother,,,,0,1,2,,,,,
157,.23,N,0.001,,147,imagination,,overreactive parenting mother,,,,0,1,2,,,,,
157,.38,P,0.001,,147,Aggression 1,,overreactive parenting father,,,,0,1,2,,,,,
157,.26,P,0.01,,125,Aggression 2,,overreactive parenting father,,,,0,1,2,,,,,
157,.28,P,0.01,,117,Aggression 3,,overreactive parenting father,,,,0,1,2,,,,,
157,.31,P,0.001,,147,deliquency 1,,overreactive parenting father,,,,0,1,2,,,,,
157,.10,P,,1,125,deliquency 2,,overreactive parenting father,,,,0,1,2,,,,,
157,.11,P,,1,117,deliquency 3,,overreactive parenting father,,,,0,1,2,,,,,
157,.12,N,,1,147,extraversion,,overreactive parenting father,,,,0,1,2,,,,,
157,.35,N,0.001,,147,benevolence,,overreactive parenting father,,,,0,1,2,,,,,
157,.26,N,0.01,,147,conscientiousness,,overreactive parenting father,,,,0,1,2,,,,,
157,.21,N,0.01,,147,emotional stability,,overreactive parenting father,,,,0,1,2,,,,,
157,.25,N,0.01,,147,imagination,,overreactive parenting father,,,,0,1,2,,,,,
157,.37,P,0.001,,147,overreactive parenting mother,,overreactive parenting father,,,,0,1,2,,,,,
157,.73,P,0.001,,125,Aggression 1,,Aggression 2,,1,change,0,1,2,,,,,
157,.66,P,0.001,,117,Aggression 1,,Aggression 3,,1,change,0,1,2,,,,,
157,.78,P,0.001,,117,Aggression 2,,Aggression 3,,1,change,0,1,2,,,,,
157,.72,P,0.001,,147,Aggression 1,,deliquency 1,,,,0,1,2,,,,,
157,.65,P,0.001,,125,Aggression 2,,deliquency 1,,,,0,1,2,,,,,
157,.54,P,0.001,,117,Aggression 3,,deliquency 1,,,,0,1,2,,,,,
157,.57,P,0.001,,125,Aggression 1,,deliquency 2,,,,0,1,2,,,,,
157,.79,P,0.001,,125,Aggression 2,,deliquency 2,,,,0,1,2,,,,,
157,.68,P,0.001,,117,Aggression 3,,deliquency 2,,,,0,1,2,,,,,
157,.66,P,0.001,,125,deliquency 1,,deliquency 2,,1,change,0,1,2,,,,,
157,.48,P,0.001,,117,Aggression 1,,deliquency 3,,,,0,1,2,,,,,
157,.63,P,0.001,,117,Aggression 2,,deliquency 3,,,,0,1,2,,,,,
157,.76,P,0.001,,117,Aggression 3,,deliquency 3,,,,0,1,2,,,,,
157,.56,P,0.001,,117,deliquency 1,,deliquency 3,,1,change,0,1,2,,,,,
157,.73,P,0.001,,117,deliquency 2,,deliquency 3,,1,change,0,1,2,,,,,
157,.11,P,,1,147,Aggression 1,,extraversion,,,,0,1,2,,,,,
157,.13,P,,1,125,Aggression 2,,extraversion,,,,0,1,2,,,,,
157,.13,P,,1,117,Aggression 3,,extraversion,,,,0,1,2,,,,,
157,.12,P,,1,147,deliquency 1,,extraversion,,,,0,1,2,,,,,
157,.14,P,,1,125,deliquency 2,,extraversion,,,,0,1,2,,,,,
157,.09,P,,1,117,deliquency 3,,extraversion,,,,0,1,2,,,,,
157,.71,N,0.001,,147,Aggression 1,,benevolence,,,,0,1,2,,,,,
157,.59,N,0.001,,125,Aggression 2,,benevolence,,,,0,1,2,,,,,
157,.51,N,0.001,,117,Aggression 3,,benevolence,,,,0,1,2,,,,,
157,.54,N,0.001,,147,deliquency 1,,benevolence,,,,0,1,2,,,,,
157,.49,N,0.001,,125,deliquency 2,,benevolence,,,,0,1,2,,,,,
157,.36,N,0.001,,117,deliquency 3,,benevolence,,,,0,1,2,,,,,
157,.02,N,,1,147,extraversion,,benevolence,,,,0,1,2,,,,,
157,.29,N,0.001,,147,Aggression 1,,conscientiousness,,,,0,1,2,,,,,
157,.35,N,0.001,,125,Aggression 2,,conscientiousness,,,,0,1,2,,,,,
157,.36,N,0.001,,117,Aggression 3,,conscientiousness,,,,0,1,2,,,,,
157,.30,N,0.001,,147,deliquency 1,,conscientiousness,,,,0,1,2,,,,,
157,.38,N,0.001,,125,deliquency 2,,conscientiousness,,,,0,1,2,,,,,
157,.36,N,0.001,,117,deliquency 3,,conscientiousness,,,,0,1,2,,,,,
157,.03,N,,1,147,extraversion,,conscientiousness,,,,0,1,2,,,,,
157,.39,P,0.001,,147,benevolence,,conscientiousness,,,,0,1,2,,,,,
157,.14,N,,1,147,Aggression 1,,emotional stability,,,,0,1,2,,,,,
157,.15,N,,1,125,Aggression 2,,emotional stability,,,,0,1,2,,,,,
157,.09,N,,1,117,Aggression 3,,emotional stability,,,,0,1,2,,,,,
157,.09,N,,1,147,deliquency 1,,emotional stability,,,,0,1,2,,,,,
157,.05,N,,1,125,deliquency 2,,emotional stability,,,,0,1,2,,,,,
157,.03,N,,1,117,deliquency 3,,emotional stability,,,,0,1,2,,,,,
157,.42,P,0.001,,147,extraversion,,emotional stability,,,,0,1,2,,,,,
157,.19,P,0.05,,147,benevolence,,emotional stability,,,,0,1,2,,,,,
157,.17,P,0.05,,147,conscientiousness,,emotional stability,,,,0,1,2,,,,,
